पहाट,NN
झाली,VM
.,SYM

माणिक,NNP
झोपेतून,VM
उठला,VAUX
.,SYM

बाहेर,RB
पाहिले,VM
.,SYM

दोन,QC
बैलांपैकी,NN
एकच,QC
बैल,NN
दिसला,VM
.,SYM

माणिकने,NNP
बायकोला,NN
हाक,VM
मारली,VAUX
.,SYM

दोघांनी,NN
सगळीकडे,PRP
बैलाचा,NN
शोध,VM
घेतला;,VAUX
पण,CC
बैल,NN
सापडला,VM
नाही,NEG
.,SYM

दुसरा,QO
बैल,NN
चोरीला,VM
गेला,VM
होता,VAUX
.,SYM

माणिक,NNP
व,CC
माणिकची,NNP
बायको,NN
हिराबाई,NNP
बैल-बाजारात,XC
गेले,VM
.,SYM

अचानक,JJ
हिराबाई,NN
ओरडली,VM
“अहो!,INJ
हा,PRP
पाहा,VM
आपला,PRP
बैल,NN
.,SYM

चोर,NN
सापडला,VM
.,SYM
'',SYM
आवाज,VM
ऐकून,VM
चोर,NN
घाबरला,VM
.,SYM

तसे,PRP
न,UNK
दाखवता,VM
तो,PRP
बोलला,VM
“हा,PRP
बैल,NN
माझाच,PRP
आहे,VM
.,SYM
'',SYM
दोघे,PRP
भांडू,VM
लागली,VAUX
.,SYM

हिराबाई,NN
चतुर,JJ
होती,VM
.,SYM

तिने,PRP
बैलाचे,NN
डोळे,NN
हाताने,NN
बंद,VM
केले,VAUX
.,SYM

चोराला,NN
विचारले,VM
“बैलाचा,NN
कोणता,WQ
डोळा,NN
अधू,NN
आहे,VM
ते,PRP
सांग,VM
.,SYM

बरोबर,RB
सांगितले,VM
तर,CC
बैल,NN
तुझा,PRP
.,SYM
'',SYM
चोराने,NN
अगोदर,RB
उजवा,NN
मग,CC
डावा,NN
असे,VM
सांगितले,VM
.,SYM

हिराबाईने,NN
हात,NN
बाजूला,PSP
केला,VM
.,SYM

बैलाचा,NN
कोणताही,WQ
डोळा,NN
अधू,PRP
नाही,NEG
असे,VAUX
दिसले,VM
.,SYM

लोकांनी,NN
चोराला,NN
पकडले,VM
.,SYM

पोलीस,NN
आले,VM
.,SYM

चोराला,NN
घेऊन,VM
गेले,VAUX
.,SYM

माणिक,NNP
आणि,CC
हिराबाई,NNP
बैल,NN
घेऊन,VM
आनंदाने,RB
घरी,NN
गेले,VM
.,SYM

